TrackName,Artist,SongID,IMG,SongURL,Preview,Energy,Danceability,Valence
Empowering Rain,Four Winds,6bjRqHUfxEnGJg6luwnUJH,https://i.scdn.co/image/ab67616d0000b2737c2c02f3f0ec14c3d709b60e,https://open.spotify.com/track/6bjRqHUfxEnGJg6luwnUJH,https://p.scdn.co/mp3-preview/1efab5be60f5fc87e1f7014ee5347b512feab0b1?cid=4598e66debe040afa4e5e77d7f33ee1d,0.999,0.165,1e-05
Fluxo,Dimas Amaro,05Fw6DL9Hj2qfua35fsZXF,https://i.scdn.co/image/ab67616d0000b273fc02cd6d733f46d8d9717487,https://open.spotify.com/track/05Fw6DL9Hj2qfua35fsZXF,https://p.scdn.co/mp3-preview/90cc894e6053f5d0ce84f29cd8e36da0e6e2c1fa?cid=4598e66debe040afa4e5e77d7f33ee1d,,,
Sitting Under The Tree,Paul's Field Recordings,5ySy6nj1AWOTDx3Tm6M6zb,https://i.scdn.co/image/ab67616d0000b273def99252cb52647dd6003c78,https://open.spotify.com/track/5ySy6nj1AWOTDx3Tm6M6zb,https://p.scdn.co/mp3-preview/7e458e5d363315e378e77b6c7582db678f358efb?cid=4598e66debe040afa4e5e77d7f33ee1d,0.266,0.201,0.0385
Small Forest River,The Relaxing Sounds of Swedish Nature,4hpHmF6GbAT1fLQ1JKbNG5,https://i.scdn.co/image/ab67616d0000b2738ce3b77ccfb24c4932716e4c,https://open.spotify.com/track/4hpHmF6GbAT1fLQ1JKbNG5,https://p.scdn.co/mp3-preview/36c23b74198b7b20f413265db280824f1c991488?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.138,1e-05
Rainforest During The Night,Mandalay Hill,166UFdIQFu7c7DKJy0bu6F,https://i.scdn.co/image/ab67616d0000b27368c9891db4478a4ca0f2c436,https://open.spotify.com/track/166UFdIQFu7c7DKJy0bu6F,https://p.scdn.co/mp3-preview/41e4dc1b612fd9ea8788b3a7f31ddca2372fb809?cid=4598e66debe040afa4e5e77d7f33ee1d,0.999,0.168,1e-05
Birds Chirping,Tura Cos,6Il0dPau6OWgcUtFhXP0rD,https://i.scdn.co/image/ab67616d0000b273d43d782860625ba25d43acd2,https://open.spotify.com/track/6Il0dPau6OWgcUtFhXP0rD,https://p.scdn.co/mp3-preview/22d0950fb61b136a9a3b35bec4c15c6042216913?cid=4598e66debe040afa4e5e77d7f33ee1d,0.807,0.168,0.0279
Rainy Seasons,Wild Weather,009OkruFBaTawpfoGb80PO,https://i.scdn.co/image/ab67616d0000b273f0b1a1c96c5bbbe00fc27b09,https://open.spotify.com/track/009OkruFBaTawpfoGb80PO,https://p.scdn.co/mp3-preview/ede7c83ab54c7520471dbe0b28cb1706bd1fd7ef?cid=4598e66debe040afa4e5e77d7f33ee1d,0.0452,0.0799,0.00887
Dripping Wet Leaves and Thunder,Wonderful Escape,4ceay3NQJmIvSgX7wh8RKZ,https://i.scdn.co/image/ab67616d0000b2734daa02007421a922dea0532d,https://open.spotify.com/track/4ceay3NQJmIvSgX7wh8RKZ,https://p.scdn.co/mp3-preview/9b9ff3343db28cafd45211150c9f6e4ad0b50c3b?cid=4598e66debe040afa4e5e77d7f33ee1d,0.309,0.175,0.0394
Atlanta Rain,Natsound,07CtNdTuh11zJQlwoVkLCW,https://i.scdn.co/image/ab67616d0000b273bd37d33071f2758146233b79,https://open.spotify.com/track/07CtNdTuh11zJQlwoVkLCW,https://p.scdn.co/mp3-preview/6253d7da253815c7b62b53b4971af32591044be6?cid=4598e66debe040afa4e5e77d7f33ee1d,0.975,0.0754,1e-05
Gently Raining,R 4 Rain,3CfHJQAXuloLdm727vtocG,https://i.scdn.co/image/ab67616d0000b273462d2bd033d60b83cb0fb429,https://open.spotify.com/track/3CfHJQAXuloLdm727vtocG,https://p.scdn.co/mp3-preview/1553204aeb7a9e70ed067711108c0f036997e03a?cid=4598e66debe040afa4e5e77d7f33ee1d,0.000182,0.187,0.0
Rain in the Woods,Outdoor Field Recorders,6uEPTshbIUEHPIKXxoGgMi,https://i.scdn.co/image/ab67616d0000b273bb8034a6c4196483340e3ee2,https://open.spotify.com/track/6uEPTshbIUEHPIKXxoGgMi,https://p.scdn.co/mp3-preview/2dd743f822f48fd17262144b1f26ec88fbd77122?cid=4598e66debe040afa4e5e77d7f33ee1d,0.872,0.174,0.00433
Bustling River Sounds,Rivers and Streams,5j5HMHeNbSDzVU9eEgZzUI,https://i.scdn.co/image/ab67616d0000b2737f0215ebd95573280b9078bb,https://open.spotify.com/track/5j5HMHeNbSDzVU9eEgZzUI,https://p.scdn.co/mp3-preview/087336bfabb38cbcf9af14c274f695953f49a728?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.206,1e-05
Chill Waves & Wind in Leaves,Pinetree Way,37TdJ5EWlM9Jfw8IqiUHcm,https://i.scdn.co/image/ab67616d0000b2733bd6c1085b15ab9b83de0e88,https://open.spotify.com/track/37TdJ5EWlM9Jfw8IqiUHcm,https://p.scdn.co/mp3-preview/905ebaf7486c3675cfbf69ba9dc6bce2b192627a?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.141,1e-05
Peaceful Rain Sounds,High Sampling,5SBStfL3Hb5l8ix5NtuUjP,https://i.scdn.co/image/ab67616d0000b273d7fa90dd01f3e7aafb202b86,https://open.spotify.com/track/5SBStfL3Hb5l8ix5NtuUjP,https://p.scdn.co/mp3-preview/6d649f98f8749fa9d296922f9ca1fad55f6711d7?cid=4598e66debe040afa4e5e77d7f33ee1d,0.997,0.103,0.00481
Tranquil Stream,Pacific Soundscapes,4xhbt3EVgOnXeBZHiMXea2,https://i.scdn.co/image/ab67616d0000b273a275bd32be709fefd64e4ceb,https://open.spotify.com/track/4xhbt3EVgOnXeBZHiMXea2,https://p.scdn.co/mp3-preview/fbaeaf81c6c4094c107b82145f7edca98c75edfe?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.147,1e-05
Birds Singing in the Morning Rain,Sound of the Wilderness,5eksbeKyteoDgDb9E6Hj2K,https://i.scdn.co/image/ab67616d0000b273128299dce93f94702e340f2d,https://open.spotify.com/track/5eksbeKyteoDgDb9E6Hj2K,https://p.scdn.co/mp3-preview/60337aeb6ef8ed6cacaa1de0ee4c7039c4292e91?cid=4598e66debe040afa4e5e77d7f33ee1d,0.998,0.222,0.0107
Cheerful Rain,Daily Calm,2BBD54IBeXwbTTsgbeibgI,https://i.scdn.co/image/ab67616d0000b273ac874657c9c24a0fc52d6f81,https://open.spotify.com/track/2BBD54IBeXwbTTsgbeibgI,https://p.scdn.co/mp3-preview/b5a2cbd34bd7e45db380755499dabe8256c3a861?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.253,0.00632
Rain Healing,Heal Your Soul,7bOMWkpdJzXNnEsuf508pq,https://i.scdn.co/image/ab67616d0000b273b1b1413c161b245074bbcc68,https://open.spotify.com/track/7bOMWkpdJzXNnEsuf508pq,https://p.scdn.co/mp3-preview/da28c25952c66abd408ffd1a36ed818fe0695dee?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.287,1e-05
A Babbling Brook,The Nature Songs,6SwFLZEH7gG2fxGLAdsj4m,https://i.scdn.co/image/ab67616d0000b273fd43343bfe8f199238ffcea4,https://open.spotify.com/track/6SwFLZEH7gG2fxGLAdsj4m,https://p.scdn.co/mp3-preview/67e8b167bcfef6e1ecca587d38381290a960cdde?cid=4598e66debe040afa4e5e77d7f33ee1d,1.0,0.198,1e-05
